"1288247";"ZVONKOVY TRANSFORMATOR KTF-8-24";"1.000";"KS";"161.8";"161.80";"CZK";"21";"33.98";"";"";"23260";"5905339232601";"2150918839";"CC0003969974_47833"
"1194911";"GONG TURBO 8V GNT-931";"1.000";"KS";"282.23";"282.23";"CZK";"21";"59.27";"";"";"1ZGNT-931";"5903669902508";"2150918839";"CC0003969974_47833"
